report_id,report_type,date,location,activity,barrier_failure,observed_severity,report_text,sif_potential,life_saving_rule,data_source
SYN-OIL-00029,Incident,2025-06-28,Unit 2,hot-work repair,lifting plan,High,"A report was raised after hot-work repair. lifting plan was not adequately verified, creating a credible high-consequence exposure. The observation was made at Unit 2.",SIF-potential,Hot Work,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-00030,UA/UC Observation,2016-02-02,Unit 4,pipeline intervention,fall protection,High,A routine observation during pipeline intervention identified a low-risk deviation. The issue was corrected immediately and no significant energy source was involved. The observation was made at Unit 4.,Non-SIF-potential,Energy Isolation,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-00031,Incident,2022-04-30,Unit 3,equipment movement,vehicle segregation,Low,"During equipment movement, personnel were exposed because vehicle segregation was ineffective. The task was stopped before escalation. The observation was made at Unit 3.",SIF-potential,Line of Fire,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-00032,UA/UC Observation,2017-02-23,Unit 2,crossing a safety barrier,guard/interlock,Low,"During crossing a safety barrier, a minor housekeeping issue was observed and corrected. The condition did not create a credible high-consequence exposure. The observation was made at Unit 2.",Non-SIF-potential,Bypassing Safety Controls,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-00033,Near-Miss,2020-03-09,Unit 3,platform maintenance,fall protection,Low,"A report was raised after platform maintenance. fall protection was not adequately verified, creating a credible high-consequence exposure. The observation was made at Unit 3.",SIF-potential,Working at Height,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-00034,UA/UC Observation,2022-04-25,Unit 4,manhole entry,procedure compliance,Low,"During manhole entry, a minor housekeeping issue was observed and corrected. The condition did not create a credible high-consequence exposure. The observation was made at Unit 4.",Non-SIF-potential,Confined Space,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-00035,Near-Miss,2017-05-25,Unit 3,entry into a tank,fall protection,High,"During entry into a tank, an unexpected condition was observed. The fall protection was missing or ineffective and personnel were potentially exposed to a high-energy event. The observation was made at Unit 3.",SIF-potential,Confined Space,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-00036,Near-Miss,2025-05-23,Unit 3,overriding a safety alarm,permit verification,High,A minor procedural observation was recorded during overriding a safety alarm. The condition was corrected without exposure to a high-energy hazard. The observation was made at Unit 3.,Non-SIF-potential,Bypassing Safety Controls,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-00037,UA/UC Observation,2017-02-16,Unit 2,hot-work repair,tool inspection,Moderate,"During hot-work repair, an unexpected condition was observed. The tool inspection was missing or ineffective and personnel were potentially exposed to a high-energy event. The observation was made at Unit 2.",SIF-potential,Hot Work,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-00038,Incident,2018-07-08,Unit 2,pump maintenance,tool inspection,Low,"During pump maintenance, a minor housekeeping issue was observed and corrected. The condition did not create a credible high-consequence exposure. The observation was made at Unit 2.",Non-SIF-potential,Energy Isolation,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-00039,UA/UC Observation,2025-10-10,Unit 3,crossing a safety barrier,no barrier identified,Low,"A report was raised after crossing a safety barrier. no barrier identified was not adequately verified, creating a credible high-consequence exposure. The observation was made at Unit 3.",SIF-potential,Bypassing Safety Controls,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-00040,Near-Miss,2016-05-06,Unit 2,light vehicle movement,isolation and lockout,Low,A routine observation during light vehicle movement identified a low-risk deviation. The issue was corrected immediately and no significant energy source was involved. The observation was made at Unit 2.,Non-SIF-potential,Driving,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-00041,Near-Miss,2017-04-16,Unit 3,temporary bypass of an interlock,PPE,Moderate,"While carrying out temporary bypass of an interlock, the team identified a loss of control involving PPE. No serious injury occurred, but the scenario had credible SIF potential. The observation was made at Unit 3.",SIF-potential,Bypassing Safety Controls,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-00042,Near-Miss,2018-07-19,Unit 3,electrical maintenance,gas testing,Low,"During inspection, gas testing needed improvement, but the task remained controlled and no credible SIF scenario was identified. The observation was made at Unit 3.",Non-SIF-potential,Energy Isolation,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-00043,UA/UC Observation,2021-01-11,Unit 2,crossing a safety barrier,supervision,Low,"During crossing a safety barrier, personnel were exposed because supervision was ineffective. The task was stopped before escalation. The observation was made at Unit 2.",SIF-potential,Bypassing Safety Controls,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-00044,UA/UC Observation,2024-11-10,Unit 3,ladder work,no barrier identified,Low,"During inspection, no barrier identified needed improvement, but the task remained controlled and no credible SIF scenario was identified. The observation was made at Unit 3.",Non-SIF-potential,Working at Height,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-00045,Incident,2024-01-19,Unit 3,hose handling,vehicle segregation,Low,"While carrying out hose handling, the team identified a loss of control involving vehicle segregation. No serious injury occurred, but the scenario had credible SIF potential. The observation was made at Unit 3.",SIF-potential,Line of Fire,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-00046,UA/UC Observation,2017-12-19,Unit 4,ladder work,PPE,Low,"During ladder work, a minor housekeeping issue was observed and corrected. The condition did not create a credible high-consequence exposure. The observation was made at Unit 4.",Non-SIF-potential,Working at Height,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-00047,Incident,2018-11-05,Unit 4,entry into a tank,exclusion zone,Low,"A report was raised after entry into a tank. exclusion zone was not adequately verified, creating a credible high-consequence exposure. The observation was made at Unit 4.",SIF-potential,Confined Space,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-00048,UA/UC Observation,2022-02-11,Unit 4,hot-work repair,no barrier identified,High,"During hot-work repair, a minor housekeeping issue was observed and corrected. The condition did not create a credible high-consequence exposure. The observation was made at Unit 4.",Non-SIF-potential,Hot Work,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-00049,Incident,2017-12-08,Unit 1,welding,guard/interlock,Low,"A report was raised after welding. guard/interlock was not adequately verified, creating a credible high-consequence exposure. The observation was made at Unit 1.",SIF-potential,Hot Work,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-00050,UA/UC Observation,2025-08-06,Unit 3,simultaneous operations,permit verification,Low,"During simultaneous operations, a minor housekeeping issue was observed and corrected. The condition did not create a credible high-consequence exposure. The observation was made at Unit 3.",Non-SIF-potential,Work Authorisation,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-00051,Near-Miss,2016-06-06,Unit 2,scaffold work,guard/interlock,Low,"A report was raised after scaffold work. guard/interlock was not adequately verified, creating a credible high-consequence exposure. The observation was made at Unit 2.",SIF-potential,Working at Height,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-00052,Near-Miss,2017-05-10,Unit 4,grinding,no barrier identified,Low,"During grinding, a minor housekeeping issue was observed and corrected. The condition did not create a credible high-consequence exposure. The observation was made at Unit 4.",Non-SIF-potential,Hot Work,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-00053,Incident,2023-05-28,Unit 4,work inside a pit,lifting plan,Low,"During work inside a pit, an unexpected condition was observed. The lifting plan was missing or ineffective and personnel were potentially exposed to a high-energy event. The observation was made at Unit 4.",SIF-potential,Confined Space,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-00054,Near-Miss,2015-04-12,Unit 4,valve maintenance,communication,Low,A routine observation during valve maintenance identified a low-risk deviation. The issue was corrected immediately and no significant energy source was involved. The observation was made at Unit 4.,Non-SIF-potential,Energy Isolation,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-00055,Near-Miss,2016-10-14,Unit 4,equipment movement,PPE,Low,"A report was raised after equipment movement. PPE was not adequately verified, creating a credible high-consequence exposure. The observation was made at Unit 4.",SIF-potential,Line of Fire,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-00056,UA/UC Observation,2024-02-27,Unit 2,crane lifting,vehicle segregation,High,A routine observation during crane lifting identified a low-risk deviation. The issue was corrected immediately and no significant energy source was involved. The observation was made at Unit 2.,Non-SIF-potential,Safe Mechanical Lifting,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-00057,UA/UC Observation,2015-04-07,Unit 2,hose handling,communication,Low,"A report was raised after hose handling. communication was not adequately verified, creating a credible high-consequence exposure. The observation was made at Unit 2.",SIF-potential,Line of Fire,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-00058,Near-Miss,2018-12-09,Unit 4,rigging operation,procedure compliance,High,"During rigging operation, a minor housekeeping issue was observed and corrected. The condition did not create a credible high-consequence exposure. The observation was made at Unit 4.",Non-SIF-potential,Safe Mechanical Lifting,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-00059,UA/UC Observation,2021-07-06,Unit 1,ladder work,isolation and lockout,Moderate,"While carrying out ladder work, the team identified a loss of control involving isolation and lockout. No serious injury occurred, but the scenario had credible SIF potential. The observation was made at Unit 1.",SIF-potential,Working at Height,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-00060,Incident,2023-10-27,Unit 2,temporary bypass of an interlock,fall protection,Moderate,"During inspection, fall protection needed improvement, but the task remained controlled and no credible SIF scenario was identified. The observation was made at Unit 2.",Non-SIF-potential,Bypassing Safety Controls,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-00061,Near-Miss,2015-07-01,Unit 3,crane lifting,no barrier identified,High,"A report was raised after crane lifting. no barrier identified was not adequately verified, creating a credible high-consequence exposure. The observation was made at Unit 3.",SIF-potential,Safe Mechanical Lifting,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-00062,Incident,2025-04-29,Unit 1,overriding a safety alarm,fall protection,Moderate,"During overriding a safety alarm, a minor housekeeping issue was observed and corrected. The condition did not create a credible high-consequence exposure. The observation was made at Unit 1.",Non-SIF-potential,Bypassing Safety Controls,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-00063,Incident,2018-06-20,Unit 2,lifting and rigging,no barrier identified,High,"While carrying out lifting and rigging, the team identified a loss of control involving no barrier identified. No serious injury occurred, but the scenario had credible SIF potential. The observation was made at Unit 2.",SIF-potential,Line of Fire,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-00064,UA/UC Observation,2019-09-19,Unit 2,equipment movement,exclusion zone,High,A routine observation during equipment movement identified a low-risk deviation. The issue was corrected immediately and no significant energy source was involved. The observation was made at Unit 2.,Non-SIF-potential,Line of Fire,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-00065,Near-Miss,2018-03-21,Unit 3,vehicle reversing,lifting plan,Low,"During vehicle reversing, personnel were exposed because lifting plan was ineffective. The task was stopped before escalation. The observation was made at Unit 3.",SIF-potential,Driving,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-00066,Incident,2017-05-25,Unit 1,rigging operation,vehicle segregation,High,A minor procedural observation was recorded during rigging operation. The condition was corrected without exposure to a high-energy hazard. The observation was made at Unit 1.,Non-SIF-potential,Safe Mechanical Lifting,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-00067,UA/UC Observation,2024-03-06,Unit 4,light vehicle movement,lifting plan,Low,"While carrying out light vehicle movement, the team identified a loss of control involving lifting plan. No serious injury occurred, but the scenario had credible SIF potential. The observation was made at Unit 4.",SIF-potential,Driving,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-00068,UA/UC Observation,2015-07-09,Unit 4,gas cutting,barricading,Low,A routine observation during gas cutting identified a low-risk deviation. The issue was corrected immediately and no significant energy source was involved. The observation was made at Unit 4.,Non-SIF-potential,Hot Work,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-00069,Incident,2022-10-23,Unit 1,permit-to-work activity,fall protection,High,"A report was raised after permit-to-work activity. fall protection was not adequately verified, creating a credible high-consequence exposure. The observation was made at Unit 1.",SIF-potential,Work Authorisation,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-00070,UA/UC Observation,2023-09-24,Unit 2,simultaneous operations,gas testing,High,"During simultaneous operations, a minor housekeeping issue was observed and corrected. The condition did not create a credible high-consequence exposure. The observation was made at Unit 2.",Non-SIF-potential,Work Authorisation,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-00071,UA/UC Observation,2021-04-02,Unit 4,valve maintenance,tool inspection,Low,"During valve maintenance, an unexpected condition was observed. The tool inspection was missing or ineffective and personnel were potentially exposed to a high-energy event. The observation was made at Unit 4.",SIF-potential,Energy Isolation,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-00072,Incident,2020-12-15,Unit 3,manhole entry,communication,Moderate,A minor procedural observation was recorded during manhole entry. The condition was corrected without exposure to a high-energy hazard. The observation was made at Unit 3.,Non-SIF-potential,Confined Space,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-00073,UA/UC Observation,2023-05-05,Unit 2,simultaneous operations,no barrier identified,High,"During simultaneous operations, an unexpected condition was observed. The no barrier identified was missing or ineffective and personnel were potentially exposed to a high-energy event. The observation was made at Unit 2.",SIF-potential,Work Authorisation,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-00074,Incident,2020-06-07,Unit 4,contractor work,barricading,Low,"During inspection, barricading needed improvement, but the task remained controlled and no credible SIF scenario was identified. The observation was made at Unit 4.",Non-SIF-potential,Work Authorisation,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-00075,UA/UC Observation,2018-01-17,Unit 1,hot-work repair,tool inspection,Moderate,"While carrying out hot-work repair, the team identified a loss of control involving tool inspection. No serious injury occurred, but the scenario had credible SIF potential. The observation was made at Unit 1.",SIF-potential,Hot Work,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-00076,Near-Miss,2022-10-13,Unit 3,lifting and rigging,gas testing,Low,A routine observation during lifting and rigging identified a low-risk deviation. The issue was corrected immediately and no significant energy source was involved. The observation was made at Unit 3.,Non-SIF-potential,Line of Fire,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-00077,Incident,2020-03-23,Unit 3,pump maintenance,fall protection,High,"While carrying out pump maintenance, the team identified a loss of control involving fall protection. No serious injury occurred, but the scenario had credible SIF potential. The observation was made at Unit 3.",SIF-potential,Energy Isolation,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-00078,Incident,2025-08-11,Unit 2,overriding a safety alarm,fall protection,Low,A minor procedural observation was recorded during overriding a safety alarm. The condition was corrected without exposure to a high-energy hazard. The observation was made at Unit 2.,Non-SIF-potential,Bypassing Safety Controls,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-00079,Near-Miss,2024-07-27,Unit 1,load transfer,guard/interlock,High,"While carrying out load transfer, the team identified a loss of control involving guard/interlock. No serious injury occurred, but the scenario had credible SIF potential. The observation was made at Unit 1.",SIF-potential,Safe Mechanical Lifting,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-00080,Near-Miss,2020-06-12,Unit 1,roof inspection,barricading,Low,"During inspection, barricading needed improvement, but the task remained controlled and no credible SIF scenario was identified. The observation was made at Unit 1.",Non-SIF-potential,Working at Height,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-00081,Incident,2016-11-07,Unit 3,rigging operation,PPE,High,"During rigging operation, an unexpected condition was observed. The PPE was missing or ineffective and personnel were potentially exposed to a high-energy event. The observation was made at Unit 3.",SIF-potential,Safe Mechanical Lifting,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-00082,UA/UC Observation,2022-03-17,Unit 4,light vehicle movement,fall protection,High,"During light vehicle movement, a minor housekeeping issue was observed and corrected. The condition did not create a credible high-consequence exposure. The observation was made at Unit 4.",Non-SIF-potential,Driving,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-00083,Near-Miss,2018-09-02,Unit 3,journey to the worksite,permit verification,Low,"While carrying out journey to the worksite, the team identified a loss of control involving permit verification. No serious injury occurred, but the scenario had credible SIF potential. The observation was made at Unit 3.",SIF-potential,Driving,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-00084,Near-Miss,2023-06-08,Unit 1,contractor work,communication,High,A minor procedural observation was recorded during contractor work. The condition was corrected without exposure to a high-energy hazard. The observation was made at Unit 1.,Non-SIF-potential,Work Authorisation,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-00085,Near-Miss,2017-07-07,Unit 1,welding,permit verification,Low,"During welding, personnel were exposed because permit verification was ineffective. The task was stopped before escalation. The observation was made at Unit 1.",SIF-potential,Hot Work,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-00086,Incident,2016-09-16,Unit 2,temporary bypass of an interlock,barricading,Low,"During temporary bypass of an interlock, a minor housekeeping issue was observed and corrected. The condition did not create a credible high-consequence exposure. The observation was made at Unit 2.",Non-SIF-potential,Bypassing Safety Controls,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-00087,Near-Miss,2022-11-05,Unit 3,journey to the worksite,isolation and lockout,Moderate,"A report was raised after journey to the worksite. isolation and lockout was not adequately verified, creating a credible high-consequence exposure. The observation was made at Unit 3.",SIF-potential,Driving,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-00088,UA/UC Observation,2025-10-26,Unit 2,pressure testing,supervision,Moderate,"During pressure testing, a minor housekeeping issue was observed and corrected. The condition did not create a credible high-consequence exposure. The observation was made at Unit 2.",Non-SIF-potential,Line of Fire,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-00089,Near-Miss,2025-07-23,Unit 4,entry into a vessel,exclusion zone,Low,"During entry into a vessel, an unexpected condition was observed. The exclusion zone was missing or ineffective and personnel were potentially exposed to a high-energy event. The observation was made at Unit 4.",SIF-potential,Confined Space,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-00090,Incident,2021-09-25,Unit 1,entry into a tank,tool inspection,Low,"During inspection, tool inspection needed improvement, but the task remained controlled and no credible SIF scenario was identified. The observation was made at Unit 1.",Non-SIF-potential,Confined Space,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-00091,UA/UC Observation,2020-09-03,Unit 3,disabling a trip system,fall protection,Moderate,"While carrying out disabling a trip system, the team identified a loss of control involving fall protection. No serious injury occurred, but the scenario had credible SIF potential. The observation was made at Unit 3.",SIF-potential,Bypassing Safety Controls,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-00092,Near-Miss,2025-10-10,Unit 2,crossing a safety barrier,vehicle segregation,Moderate,"During crossing a safety barrier, a minor housekeeping issue was observed and corrected. The condition did not create a credible high-consequence exposure. The observation was made at Unit 2.",Non-SIF-potential,Bypassing Safety Controls,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-00093,Incident,2024-01-24,Unit 3,maintenance job,gas testing,High,"While carrying out maintenance job, the team identified a loss of control involving gas testing. No serious injury occurred, but the scenario had credible SIF potential. The observation was made at Unit 3.",SIF-potential,Work Authorisation,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-00094,Near-Miss,2024-07-20,Unit 2,simultaneous operations,tool inspection,Low,"During inspection, tool inspection needed improvement, but the task remained controlled and no credible SIF scenario was identified. The observation was made at Unit 2.",Non-SIF-potential,Work Authorisation,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-00095,Near-Miss,2021-05-23,Unit 4,work inside a pit,vehicle segregation,High,"A report was raised after work inside a pit. vehicle segregation was not adequately verified, creating a credible high-consequence exposure. The observation was made at Unit 4.",SIF-potential,Confined Space,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-00096,UA/UC Observation,2020-06-20,Unit 1,lifting and rigging,procedure compliance,Low,"During inspection, procedure compliance needed improvement, but the task remained controlled and no credible SIF scenario was identified. The observation was made at Unit 1.",Non-SIF-potential,Line of Fire,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-00097,Incident,2015-02-11,Unit 1,hose handling,exclusion zone,Low,"While carrying out hose handling, the team identified a loss of control involving exclusion zone. No serious injury occurred, but the scenario had credible SIF potential. The observation was made at Unit 1.",SIF-potential,Line of Fire,SYNTHETIC_PROTOTYPE_DATA
